Slovoforma,lemma,part_of_speech,letters_in_slovoforma,slogi_slovoforma,rang_frequency_NKRIA,IA_DWELL_TIME_%,IA_AVERAGE_FIX_PUPIL_SIZE,IA_FIRST_FIXATION_DURATION,IA_FIRST_FIXATION_TIME,IA_FIRST_FIX_PROGRESSIVE,IA_FIRST_RUN_FIXATION_%,IA_REGRESSION_IN,IA_REGRESSION_OUT,IA_REGRESSION_PATH_DURATION,TRIAL_FIXATION_COUNT,sex,grade
гладиолусы,гладиолус,S,10,5,1,0.0535,892.43,376,57466,1,0.0393,0,0,2998,178,f,1
переделках,переделка,S,10,4,1,0.0438,1441.4,778,11356,0,0.0208,1,0,2334,192,m,1
чернильницу,чернильница,S,11,4,2,0.0342,1670.38,170,75732,1,0.0041,1,0,2786,243,f,1
хватается,хвататься,V,9,4,2,0.0443,847.4,112,53094,1,0.0044,1,1,10262,229,f,1
семена,семена,S,6,3,4,0.0537,846,190,8028,0,0.0056,1,0,1662,178,f,1
несправедливость,несправедливость,S,16,5,2,0.0504,1472.82,208,17260,0,0.0287,0,0,3382,244,f,1
золотая,золотой,A,7,3,4,0.0612,1066.67,214,33822,1,0.0429,0,0,3014,140,f,1
посеяли,посеять,V,7,4,1,0.0489,1137.4,228,5048,0,0.0543,0,0,3016,184,m,1
буратино,буратино,S,8,4,2,0.0473,842.45,160,442,0,0.0435,1,0,2750,230,f,3
трактором,трактор,S,9,3,2,0.0434,1041.33,354,69738,1,0.0046,0,1,4532,218,m,1
льдам,лед,S,5,2,1,0.0596,968.5,126,32028,0,0.0053,1,0,652,188,m,1
георгины,георгин,S,8,4,1,0.076,1275.3,218,37354,1,0.007,1,1,3308,143,f,1
расцвели,расцвести,V,8,3,2,0.0683,2021.29,188,33568,1,0.0565,0,0,3046,124,f,2
воспитание,воспитание,S,10,4,3,0.0331,1233,210,41354,0,0.0136,1,0,1718,295,m,1
трактор,трактор,S,7,2,3,0.0398,1697.83,194,12594,0,0.0191,1,0,2742,209,f,1
вспомнил,вспомнить,V,8,2,5,0.0744,1142.9,216,1528,0,0.0725,0,0,3068,138,f,1
называется,называться,V,10,5,5,0.0634,985.29,138,35638,0,0.0071,1,0,4256,141,f,1
несправедливость,несправедливость,S,16,5,2,0.0474,1054.38,150,24598,0,0.0118,1,0,1232,254,m,1
разноцветные,разноцветный,A,12,4,3,0.0733,1258.38,348,36522,0,0.085,0,0,3074,153,f,2
бросила,бросать,V,7,3,4,0.0582,1549.5,572,27078,0,0.0152,1,0,1244,197,f,1
скрипит,скрипеть,V,7,2,3,0.0627,1174.62,426,4504,0,0.0214,1,0,1474,140,f,1
георгины,георгин,S,8,4,1,0.0693,1884,1140,43872,1,0.0403,0,0,3088,124,f,2
гладиолусов,гладилоус,S,11,5,1,0.0788,1587.62,150,4720,0,0.0057,0,0,6060,174,f,1
вспомнил,вспомнить,V,8,2,5,0.0768,1333,1202,1902,0,0.0635,0,0,3098,126,m,2
георгины,георгин,S,8,4,1,0.0783,1526.14,356,37166,1,0.0761,0,0,3104,92,m,1
сельском,сельский,A,8,2,3,0.0588,1213.75,222,28294,0,0.0292,0,0,4446,171,f,1
чутко,чутко,ADV,5,2,3,0.0651,887.5,104,25372,0,0.0109,1,0,1622,183,f,1
территорий,территория,S,10,4,4,0.0677,1668,358,39360,1,0.0748,0,0,3114,147,f,1
певчие,певчий,A,6,2,3,0.0744,992.25,108,28870,0,0.0088,0,0,8622,114,f,1
тракторист,тракторист,S,10,3,2,0.0678,1757.88,158,47530,1,0.0544,0,0,3119,147,f,1
волною,волна,S,6,3,2,0.0591,1518.3,206,47964,1,0.0508,0,1,3402,197,f,1
клубни,клубень,S,6,2,2,0.0818,1645.4,244,15080,0,0.0148,1,0,530,135,f,1
волною,волна,S,6,3,2,0.0974,1527.22,184,22788,1,0.0083,0,1,3312,120,f,3
того,то,P,4,2,5,0.0514,966.92,168,23512,1,0.0044,1,1,1222,226,f,3
дощечке,дощечка,S,7,3,2,0.0803,1430.78,136,4058,0,0.0789,0,0,3158,114,m,1
воркуют,ворковать,V,7,3,1,0.0804,1362.1,566,9922,0,0.0088,1,0,566,114,m,1
летом,летом,ADV,5,2,5,0.0344,1152.33,430,26922,0,0.0265,1,0,2420,302,m,2
чернильницу,чернильница,S,11,4,2,0.0537,1586.33,244,45430,0,0.0392,1,0,3176,153,m,1
городских,городской,A,9,3,4,0.0414,1670.25,234,68262,0,0.0383,0,0,3178,209,f,1
рябчики,рябчик,S,7,2,2,0.0791,1633.25,172,22978,1,0.0211,1,1,3748,142,f,1
управляет,управлять,V,9,4,3,0.0603,1310.5,168,51878,1,0.0058,0,1,3332,171,f,1
несправедливость,несправедливость,S,16,5,2,0.054,1352.62,372,18342,0,0.0065,0,0,3952,153,m,1
благоустройстве,благоустройство,S,15,5,1,0.0838,924.25,464,28254,1,0.0552,0,0,3196,145,f,1
воспитывают,воспитывать,V,11,5,1,0.0365,1434.83,112,32316,0,0.0031,1,0,8400,323,f,1
рябчики,рябчик,S,7,2,2,0.0857,669.7,214,22374,1,0.0758,0,0,3206,132,f,1
городских,городской,A,9,3,4,0.0679,1451,134,35300,1,0.0058,0,1,5636,172,f,1
воркуют,ворковать,V,7,3,1,0.08,1516,258,10438,0,0.0845,1,0,2940,142,f,1
тракторист,тракторист,S,10,3,2,0.0393,752.25,422,85164,1,0.0312,0,0,3226,256,f,1
берлогу,берлога,S,7,3,2,0.0767,1549.86,326,21526,0,0.0414,0,0,3228,169,f,1
певчие,певчий,A,6,2,3,0.0984,1168,406,28798,1,0.0874,0,0,3228,103,m,1
юркая,юркий,A,5,3,1,0.1179,817.22,126,24382,1,0.0105,0,0,3230,95,f,2
дощечке,дощечка,S,7,3,2,0.061,1509.11,142,5180,0,0.0457,0,0,3230,197,f,1
георгины,георгин,S,8,4,1,0.0758,1190.8,376,39906,0,0.0741,0,0,3234,135,f,1
сельском,сельский,A,8,2,3,0.0423,1785,142,45764,0,0.0048,1,0,3928,209,f,1
трудоемкие,трудоемкий,A,10,5,1,0.0396,684.33,308,39140,1,0.0469,0,0,3250,256,f,1
георгинов,георгин,S,9,4,1,0.0762,1215.22,454,16650,0,0.0667,0,0,3250,135,f,1
строительных,строительный,A,12,4,4,0.0518,916.6,240,38606,1,0.0049,0,1,9744,203,m,2
хватается,хвататься,V,9,4,2,0.0608,659.33,402,54282,1,0.0486,0,0,3256,185,f,2
посеяли,посеять,V,7,4,1,0.0822,1867,1260,1974,0,0.0435,1,0,2962,92,m,1
воспитывают,воспитывать,V,11,5,1,0.0406,1369.9,328,27040,0,0.0039,1,0,4444,257,m,1
георгины,георгин,S,8,4,1,0.053,1056.75,228,62028,1,0.0652,0,0,3266,184,m,1
похуже,плохо,ADV,6,3,2,0.0372,1528.11,386,19394,0,0.0155,0,0,3530,323,f,1
гоняет,гонять,V,6,3,1,0.037,1201.22,480,80990,0,0.0038,0,0,3696,265,f,1
управляет,управлять,V,9,4,3,0.0426,1830.25,118,73796,1,0.0048,0,1,3596,209,f,1
переделках,переделка,S,10,4,1,0.0554,1340.62,510,3970,0,0.0065,0,0,510,153,m,1
скрипит,скрипеть,V,7,2,3,0.1018,1230.14,542,7378,1,0.0769,0,0,3286,91,f,1
клубни,клубень,S,6,2,2,0.0853,955.2,238,16286,1,0.0065,0,1,3516,155,f,1
георгинов,георгин,S,9,4,1,0.083,1526,344,18168,0,0.0109,0,0,3516,92,m,1
буратино,буратино,S,8,4,2,0.0666,974.36,210,606,0,0.0398,1,0,1930,176,m,2
гладиолусы,гладиолус,S,10,5,1,0.074,2127.88,816,47894,1,0.0645,0,0,3300,124,f,2
буратино,буратино,S,8,4,2,0.0359,1103.91,314,508,0,0.0305,1,0,2556,295,m,1
молодые,молодой,A,7,4,5,0.0917,1462.91,326,302,1,0.0073,0,1,21088,137,f,1
воспитывают,воспитывать,V,11,5,1,0.0362,1084.5,306,55064,0,0.0331,0,0,3344,302,m,2
компьютер,компьютер,S,9,3,4,0.0695,1417.78,474,9424,0,0.0698,0,0,3344,129,m,1
которого,который,P,8,3,5,0.083,1444.38,102,446,0,0.007,1,0,18358,143,f,1
отправляется,отправляться,V,12,5,4,0.0495,1220.8,148,58582,0,0.0093,1,0,420,214,m,1
лед,S,5,1,476,3,0.0495,1196.33,294,13944,0,0.0093,1,0,1830,214,m,1
клубни,клубень,S,6,2,2,0.0602,1676,766,23942,0,0.0067,0,0,3664,149,f,1
благоустройстве,благоустройство,S,15,5,1,0.061,1751.77,138,42716,0,0.0045,1,0,3636,221,f,1
переделках,переделка,S,10,4,1,0.0635,1153,332,14248,0,0.0643,0,0,3360,171,f,1
возмущала,возмущать,V,9,4,1,0.0629,602.4,170,13470,0,0.0054,1,0,4970,185,f,2
хватается,хвататься,V,9,4,2,0.0564,1561.67,222,53496,0,0.0041,1,0,1954,244,f,1
луковицы,луковица,S,8,4,2,0.0843,1362,118,474,0,0.021,1,0,618,143,f,1
чернильницу,чернильница,S,11,4,2,0.0366,1154.6,146,91430,1,0.0033,1,0,146,302,m,2
отправляется,отправляться,V,12,5,4,0.0663,1060.15,112,24768,0,0.0106,1,0,8090,188,m,1
рябчики,рябчик,S,7,2,2,0.1481,1657.4,190,7760,0,0.0127,0,0,7634,79,f,3
трудоемкие,трудоемкий,A,10,5,1,0.0539,934.64,214,29590,0,0.0049,1,0,5900,203,m,2
ребенок,ребенок,S,7,3,4,0.0368,1246,480,51528,0,0.0068,1,0,2742,295,m,1
возмущала,возмущать,V,9,4,1,0.0368,1159.5,420,15392,0,0.0034,1,0,5258,295,m,1
гладиолусов,гладилоус,S,11,5,1,0.0551,1186.38,488,19812,0,0.0435,0,0,3394,184,m,1
компьютером,компьютер,S,11,4,3,0.0706,1338.83,440,23534,0,0.0465,0,0,3398,129,m,1
вспомнил,вспомнить,V,8,2,5,0.1154,747.38,668,856,0,0.0175,1,0,3612,114,f,1
гладиолусы,гладиолус,S,10,5,1,0.0802,992,790,43238,1,0.0462,0,1,3872,130,f,2
певчие,певчий,A,6,2,3,0.0574,1159,1250,54382,0,0.0417,0,0,3408,144,m,2
одно,один,NUM,4,2,5,0.0704,1078.44,126,14476,0,0.0638,0,0,3410,141,f,1
площадках,площадка,S,9,3,3,0.0446,1693.11,164,45054,1,0.0048,0,1,12306,209,f,1
чернильницу,чернильница,S,11,4,2,0.0538,852.85,344,64756,1,0.013,0,1,3654,230,f,3
кинулась,кинуться,V,8,3,3,0.0544,1123,186,28338,0,0.0054,0,0,15136,186,f,1
льдам,лед,S,5,2,1,0.0512,1583.5,1272,59512,1,0.0339,0,1,3832,177,f,1
георгинов,георгин,S,9,4,1,0.0958,1465.58,214,15840,0,0.0876,0,0,3458,137,f,1
сломанный,сломать,VP,9,3,1,0.0699,1096,500,3576,0,0.0455,1,0,2546,176,m,2
чутко,чутко,ADV,5,2,3,0.0539,699.17,300,33160,0,0.005,1,0,2130,201,f,1
посеяли,посеять,V,7,4,1,0.0622,1714.71,292,4460,0,0.047,0,0,3470,149,f,1
своё,свое,A,4,2,5,0.0637,1155.89,334,44156,1,0.006,0,1,4286,168,f,1
трактор,трактор,S,7,2,3,0.0498,1128.55,372,12828,0,0.0505,0,0,3486,218,m,1
георгинов,георгин,S,9,4,1,0.089,1443.77,320,17790,0,0.0115,1,0,468,174,f,1
благоустройстве,благоустройство,S,15,5,1,0.0752,1203.82,758,30534,1,0.0121,1,1,7126,165,f,2
бросила,бросать,V,7,3,4,0.0552,1069.71,206,32370,0,0.0323,1,0,1442,186,f,1
переделках,переделка,S,10,4,1,0.0639,1701.5,432,7612,0,0.009,0,0,7846,221,f,1
десятков,десяток,S,8,3,4,0.0505,1094.31,224,31778,0,0.0229,1,0,1128,218,m,1
благоустройстве,благоустройство,S,15,5,1,0.1557,1085.8,252,13920,1,0.033,1,1,2132,91,f,3
управляют,управлять,V,9,4,3,0.0733,1037.71,682,26810,0,0.0496,0,0,4032,141,f,1
возмущала,возмущать,V,9,4,1,0.0443,1351.31,112,7956,0,0.0039,0,0,4846,257,m,1
пчёлка,пчелка,S,6,2,2,0.0599,1247.67,782,48166,0,0.0069,0,0,4322,144,m,2
переделках,переделка,S,10,4,1,0.0764,1307.08,416,5734,1,0.0061,1,1,1798,165,f,2
воспитывают,воспитывать,V,11,5,1,0.0525,745.4,558,27956,0,0.0437,0,0,3558,229,f,1
сломанный,сломать,VP,9,3,1,0.0386,1177.85,156,7796,0,0.0166,1,0,1288,302,m,2
георгинов,георгин,S,9,4,1,0.0892,1359.92,558,17986,0,0.0839,0,0,3568,143,f,1
вовсе,вовсе,ADV,5,2,5,0.0625,1449.1,168,102,1,0.006,0,1,42372,167,m,1
воспитание,воспитание,S,10,4,3,0.0523,1531.1,213,101,1,0.0052,0,0,39293,192,m,1
несправедливость,несправедливость,S,16,5,2,0.0528,709.75,332,21394,0,0.0524,0,0,3584,229,f,1
возмущала,возмущать,V,9,4,1,0.0717,1292.27,360,16668,0,0.039,1,0,3132,154,m,2
компьютер,компьютер,S,9,3,4,0.0883,1383.38,134,7816,0,0.0076,1,0,134,132,m,1
живёт,жить,V,5,2,5,0.0531,1076.58,206,11094,0,0.014,1,0,1238,214,m,1
щёки,щека,S,4,2,3,0.0555,1074.83,302,7912,0,0.0118,1,0,5258,254,m,1
отправляется,отправляться,V,12,5,4,0.0562,778.38,538,46296,0,0.005,1,0,1454,201,f,1
народ,народ,S,5,2,5,0.0655,1625.54,236,10570,0,0.0317,1,0,2200,221,f,1
управляет,управлять,V,9,4,3,0.0444,780.77,108,62864,1,0.0039,0,1,17854,256,f,1
юркая,юркий,A,5,3,1,0.1455,968.45,130,21744,0,0.0595,1,0,4708,84,f,2
современный,современный,A,11,4,4,0.0662,1678.21,230,614,0,0.0045,1,0,6340,221,f,1
волною,волна,S,6,3,2,0.1052,1249.8,270,31550,1,0.0459,0,0,3646,109,m,2
стальной,стальной,A,9,2,3,0.0446,828.45,124,594,0,0.043,1,0,3660,256,f,1
деревьям,дерево,S,8,3,3,0.1271,1160.92,684,2684,1,0.0106,1,1,4804,94,m,2
своё,свой,A,4,2,5,0.0578,1070.1,760,33904,0,0.0323,0,0,5726,186,f,1
небось,небось,ADV,6,2,3,0.0419,1597,180,82718,1,0.037,0,0,3670,243,f,1
строительных,строительный,A,12,4,4,0.0791,1030.44,128,27836,0,0.0055,1,0,2280,182,m,1
похуже,плохо,ADV,6,3,2,0.0399,1194,510,24102,0,0.0271,1,0,3678,295,m,1
возмущала,возмущать,V,9,4,1,0.0417,1111.55,166,23018,0,0.0038,0,0,5348,265,f,1
похожа,похожий,A,6,3,4,0.0907,1422.67,272,18610,1,0.0152,1,1,1974,132,m,1
снова,снова,ADV,5,2,5,0.0547,1606.5,192,45504,1,0.0452,0,0,3688,177,f,1
компьютер,компьютер,S,9,3,4,0.0915,1087,156,11082,0,0.0159,0,0,3834,126,m,2
похуже,плохо,ADV,6,3,2,0.0449,556.19,186,16262,0,0.0094,1,0,3126,319,f,1
благоустройстве,благоустройство,S,15,5,1,0.081,1806.33,152,32450,1,0.0068,0,1,5250,147,f,1
клубни,клубень,S,6,2,2,0.0951,1484.92,182,15612,0,0.0172,1,0,2022,174,f,1
рябчики,рябчик,S,7,2,2,0.1137,753.92,464,18888,1,0.1165,0,0,3732,103,f,2
хвостиком,хвостик,S,9,3,3,0.0777,1512.22,292,46390,1,0.0698,0,1,4325,129,m,1
пищат,пищать,V,5,2,2,0.0632,1102.33,722,9458,0,0.0069,0,0,5008,144,m,2
георгинов,георгин,S,9,4,1,0.0669,819.18,144,29824,0,0.0056,0,0,4498,178,f,1
переделках,переделка,S,10,4,1,0.0629,1602.06,134,13884,0,0.0037,1,0,134,267,f,1
переделках,переделка,S,10,4,1,0.0521,1085,288,14644,0,0.0278,1,0,3516,252,f,1
заменяет,заменять,V,8,4,3,0.0539,1003.36,322,26404,0,0.0459,1,0,3558,218,m,1
гладиолусов,гладилоус,S,11,5,1,0.0907,1274.17,128,1762,0,0.0196,1,0,11158,153,f,2
астры,астра,S,5,4,2,0.0739,1055.17,178,42774,1,0.0435,0,1,3002,161,m,2
управляет,управлять,V,9,4,3,0.0821,1259.38,138,39154,0,0.0061,1,0,2844,165,f,2
волною,волна,S,6,3,2,0.0918,1276.2,366,31332,1,0.0273,1,1,2414,110,f,1
трудоемкие,трудоемкий,A,10,5,1,0.0547,1063.3,472,30652,0,0.0046,1,0,834,218,m,1
разноцветные,разноцветный,A,12,4,3,0.0688,1552.44,726,46468,1,0.0604,0,0,3838,149,f,1
севера,север,S,6,2,4,0.0719,2184.22,1054,1464,0,0.0318,1,0,2266,157,f,2
переделках,переделка,S,10,4,1,0.0467,540.36,582,12206,0,0.0094,1,0,3742,319,f,1
недолго,недолго,ADV,7,3,4,0.0966,1285.71,152,100,1,0.0069,0,1,14702,145,f,2
несправедливость,несправедливость,S,16,5,2,0.0709,1220.21,156,356,0,0.0061,1,0,18266,164,m,1
воспитывают,воспитывать,V,11,5,1,0.0976,1013.31,290,13448,0,0.0506,1,0,2330,158,m,1
воспитывают,воспитывать,V,11,5,1,0.0565,1504.44,530,22102,0,0.0156,0,0,11686,192,m,1
территорий,территория,S,10,4,4,0.0733,1197.23,496,46900,1,0.0643,1,1,3438,171,f,1
тундру,тундра,S,6,2,2,0.0572,1243.09,248,8778,0,0.0047,0,0,21730,214,m,1
переделках,переделка,S,10,4,1,0.0439,1140.78,516,15670,0,0.034,0,0,3880,265,f,1
берлогу,берлога,S,7,3,2,0.0576,1212.36,322,35880,0,0.0047,1,0,5042,214,m,1
заменяет,заменять,V,8,4,3,0.0672,1431.56,176,24204,0,0.0195,0,0,4022,205,f,1
современный,современный,A,11,4,4,0.0738,1211.54,130,322,0,0.0058,1,0,11570,171,f,1
воспитание,воспитание,S,10,4,3,0.0441,1126.46,140,43080,0,0.0038,0,0,7248,265,f,1
рябчики,рябчик,S,7,2,2,0.0935,1026.8,144,21918,0,0.0877,0,0,3918,114,f,1
трудоемкие,трудоемкий,A,10,5,1,0.095,1379.71,146,20862,0,0.0065,0,0,4498,154,f,3
тундру,тундра,S,6,2,2,0.1032,1357.64,192,14276,1,0.0072,0,1,4426,139,f,1
георгины,георгин,S,8,4,1,0.1052,1012.08,226,31420,1,0.0078,0,1,4446,129,m,1
буратино,буратино,S,8,4,2,0.0446,1210.85,114,354,0,0.0491,1,0,3948,265,f,1
возмущала,возмущать,V,9,4,1,0.0547,1073.62,278,22284,0,0.0198,1,0,1252,252,f,1
воркуют,ворковать,V,7,3,1,0.1065,624.31,280,10604,0,0.0758,1,0,3126,132,f,1
георгинов,георгин,S,9,4,1,0.1042,1607.86,178,6104,0,0.0074,0,0,3616,135,f,1
тундру,тундра,S,6,2,2,0.0952,1557.67,448,13642,0,0.0414,0,0,5256,169,f,1
волною,волна,S,6,3,2,0.1502,1239.83,226,23010,1,0.1062,0,0,4030,113,f,1
волною,волна,S,6,3,2,0.0854,638.88,166,40094,1,0.0108,1,1,7880,185,f,1
несправедливость,несправедливость,S,16,5,2,0.0505,1371.29,232,13060,0,0.0039,0,0,13288,257,m,1
небось,небось,ADV,6,2,3,0.0659,1138.09,326,75192,1,0.0052,1,1,4108,191,m,2
гладиолусов,гладилоус,S,11,5,1,0.1052,941.53,104,332,1,0.0065,0,1,14678,155,f,1
гладиолусов,гладилоус,S,11,5,1,0.102,1436.71,182,1168,0,0.007,0,0,12752,143,f,1
гладиолусов,гладилоус,S,11,5,1,0.0956,1269.8,708,4784,0,0.0074,1,0,708,135,f,1
чернильницу,чернильница,S,11,4,2,0.0631,1030.09,250,57304,1,0.0157,0,1,4778,254,m,1
компьютером,компьютер,S,11,4,3,0.0845,1078.75,464,30952,0,0.0851,0,0,4094,141,f,1
тракторист,тракторист,S,10,3,2,0.0587,1164.3,396,74724,1,0.0183,0,1,4516,218,m,1
астры,астра,S,5,4,2,0.0666,1055.44,1348,55818,1,0.0489,0,0,4104,184,m,1
посеяли,посеять,V,7,4,1,0.0735,898.79,252,3738,0,0.073,0,0,4012,178,f,1
возмущала,возмущать,V,9,4,1,0.0473,1538.71,188,23354,0,0.0031,1,0,4146,323,f,1
трещит,трещать,V,6,2,3,0.0842,1032.29,302,46310,1,0.05,0,0,4146,140,f,1
мышка,мышка,S,5,2,3,0.1022,1409.57,348,13312,1,0.0076,0,1,3796,132,m,1
кинулась,кинуться,V,8,3,3,0.0961,1512.1,428,25948,0,0.009,1,0,3218,111,m,1
сойка,сойка,S,5,1,1,0.1038,1874.27,264,39224,1,0.007,0,1,4772,142,f,1
юркая,юркий,A,5,3,1,0.1037,1225,146,32638,1,0.0238,0,0,4182,126,m,2
гладиолусов,гладилоус,S,11,5,1,0.0751,1690.33,626,19376,0,0.0738,1,0,4052,149,f,1
современный,современный,A,11,4,4,0.0607,1095.12,208,542,0,0.0046,1,0,16448,218,m,1
увидала,увидать,V,7,3,3,0.0717,1074,344,8942,0,0.0069,0,0,492,144,m,2
несправедливость,несправедливость,S,16,5,2,0.0694,1036.27,172,276,0,0.0052,1,0,18860,191,m,2
георгины,георгин,S,8,4,1,0.0833,1161.62,154,47158,1,0.0124,1,1,1888,161,m,2
георгинов,георгин,S,9,4,1,0.0695,1056.82,406,27314,0,0.0598,0,0,4286,184,m,1
управляет,управлять,V,9,4,3,0.0613,1115.92,402,64138,1,0.0046,1,1,5082,218,m,1
волною,волна,S,6,3,2,0.0785,1116.18,266,48652,1,0.0655,0,1,4410,168,f,1
отправляется,отправляться,V,12,5,4,0.0638,1617,168,49998,0,0.0565,1,0,4304,177,f,1
несправедливость,несправедливость,S,16,5,2,0.0806,580.5,326,20070,0,0.0649,0,0,4482,185,f,2
городских,городской,A,9,3,4,0.0526,773.33,282,71162,0,0.0586,0,0,4314,256,f,1
несправедливость,несправедливость,S,16,5,2,0.0677,789.44,296,26692,0,0.0696,0,0,4320,230,f,3
рябчики,рябчик,S,7,2,2,0.1318,1206.75,220,9280,1,0.0194,1,0,498,103,m,1
воркуют,ворковать,V,7,3,1,0.1523,798.31,202,5396,0,0.125,0,0,4330,104,f,3
стальной,стальной,A,9,2,3,0.0564,1871.4,226,630,0,0.0478,1,0,4330,209,f,1
компьютер,компьютер,S,9,3,4,0.0903,1110.58,238,10456,0,0.0709,1,0,3894,141,f,1
гладиолусов,гладилоус,S,11,5,1,0.1169,1033.08,156,298,1,0.0078,0,0,2126,129,m,1
буратино,буратино,S,8,4,2,0.0475,1214,356,584,0,0.0099,1,0,1288,302,m,2
территорий,территория,S,10,4,4,0.0699,906.33,146,58416,1,0.0148,0,1,5302,203,m,2
трещат,трещать,V,6,2,2,0.1365,1163.62,300,1114,0,0.022,0,0,4728,91,f,1
переделках,переделка,S,10,4,1,0.0478,1174.94,190,22242,0,0.0563,0,0,4410,302,m,2
скрипит,скрипеть,V,7,2,3,0.118,670.88,208,4926,0,0.0758,1,0,2696,132,f,1
