modern_name,old_name_sep,id
"Липскеров, А. Я.","Липскеровъ, А. Я.",1638
"Липскеров, А. Я.","Липскеровъ, А. Я.",1638
"Липскеров, А. Я.","Липскеровъ, А. Я.",2124
"Липскеров, А. Я.","Липскеровъ, А. Я.",2270
"Липскеров, И. Я.","Липскеровъ, И. Я.",2460
"Липский, А.","Липскій, А.",1739
"Липский, А.","Липскій, А.",1739
"Липский, А. А.","Липскій, А. А.",1992
"Липский, А. А.","Липскій, А. А.",2105
"Лисеев, И.","Лисѣевъ, И.",2468
Лисенко,"Лисенко,",286
"Лисицын, М. М.","Лисицынъ, М. М.",2356
"Лисицын, М. М.","Лисицынъ, М. М.",2356
"Лисовская, Э. Ф.","Лисовская, Э. Ф.",1728
"Лисовский, В. Я.","Лисовскій, В. Я.",507
"Лисовский, Н. М.","Лисовскій, Н. М.",1389
"Лисовский, Н. М.","Лисовскій, Н. М.",1728
"Литке, П. Ф., граф","Литке, П. Ѳ., графъ",840
"Лихачев, А.","Лихачевъ, А.",2283
"Лихачев, В. И.","Лихачевъ, В. И.",964
"Лихачев, В. С.","Лихачевъ, В. С.",2867
"Лихачев, Н.","Лихачевъ, Н.",691
"Лихачев, Н. П.","Лихачевъ, Н. П.",2821
"Личкус-Хомутов, В. П.","Личкусъ-Хомутовъ, В. П.",1482
"Личкус, Л. Г.","Личкусъ, Л. Г.",1878
"Личкус, Л. Г.","Личкусъ, Л. Г.",1878
"Лишке, А.","Лишке, А.",917
"Лишке, А. И.","Лишке, А. И.",1334
"Лобачевский, Н., проф.","Лобачевскій, Н., проф.",356
"Лобко, П. А.","Лобко, П. А.",1796
"Ловцов, С. П.","Ловцовъ, С. П.",276
"Ловцов, С. П.","Ловцовъ, С. П.",829
"Ловцов, С. П.","Ловцовъ, С. П.",1058
"Ловцов, С. П.","Ловцовъ, С. П.",1131
"Логашкин, Н. М.","Логашкинъ, Н. М.",2613
"Логиновский, В.","Логиновскій, В.",1797
"Лодыгин, Н.","Лодыгинъ, Н.",1173
"Лодыгин, Н. Д.","Лодыгинъ, Н. Д.",807
"Лозинский, А. А.","Лозинскій, А. А.",1758
"Лозинский, А. А.","Лозинскій, А. А.",2326
"Лозинский, О. Е.","Лозинскій, О. Е.",1133
"Лозинский, О. Е.","Лозинскій, О. Е.",1396
"Ломизе, М. П.","Ломизе, М. П.",507
"Ломницкий, С. Ю.","Ломницкій, С. Ю.",304
"Ломоносов, А. М.","Ломоносовъ, А. М.",906
"Ломоносов, М. В., академ.","Ломоносовъ, М. В., академ.",3
"Лоначевский, Т.","Лоначевскій, Т.",1076
"Лопатин, Л. М.","Лопатинъ, Л. М.",2028
"Лопатин, Л. М.","Лопатинъ, Л. М.",2028
"Лопатков, И.","Лопатковъ, И.",766
"Лопухин, А. П.","Лопухинъ, А. П.",265
"Лопухин, А. П.","Лопухинъ, А. П.",1223
"Лопушинский, Е.","Лопушинскій, Е.",797
"Лосев, А. М.","Лосевъ, А. М.",2859
"Лосев, И.","Лосевъ, И.",484
"Лохвицкий, А.","Лохвицкій, А.",884
"Лохвицкий, А.","Лохвицкій, А.",1011
"Лохтин, В.","Лохтинъ, В.",1674
"Лоцинский, А. С.","Лоцинскій, А. С.",1050
"Лудмер, Я. И.","Лудмеръ, Я. И.",2078
"Лукницкий, А. В.","Лукницкій, А. В.",189
"Лукьянов, С. М.","Лукьяновъ, С. М.",1020
"Лунд, Л.","Лундъ, Л.",1076
"Лунц, О. А.","Лунцъ, О. А.",1758
"Лунц, О. А.","Лунцъ, О. А.",2326
"Лупандина, Н. Р.","Лупандина, Н. Р.",2235
"Лупандина, Н. Р.","Лупандина, Н. Р.",2235
"Лупандина, Н. Р.","Лупандина, Н. Р.",2291
"Лупандина, Н. Р.","Лупандина, Н. Р.",2649
"Лутугин, Л. И.","Лутугинъ, Л. И.",2187
"Лухманова, Н. А.","Лухманова, Н. А.",2704
Львов,"Львовъ, Ѳ. Н.",1447
Львов,"Львовъ, Ѳ. Н.",1448
"Львов, А. Д.","Львовъ, А. Д.",2352
"Львов, В., князь","Львовъ, В., князь",357
"Львов, И. П.","Львовъ, И. П.",2140
"Львов, И. П.","Львовъ, И. П.",2140
"Львов, Н.","Львовъ, Н.",586
"Львов, Н. М.","Львовъ, Н. М.",565
"Львов, Н. С.","Львовъ, Н. С.",918
"Львов, Н. С.","Львовъ, Н. С.",1085
"Львов, С. М.","Львовъ, С. М.",148
"Львова, М. Н.","Львова, М. Н.",918
"Львова, Н. И.","Львова, Н. И.",918
"Львовский, С. И.","Львовскій, С. И.",288
"Любий, Ф.","Любій, Ф.",6
"Любий, Ф.","Любій, Ф.",123
"Любий, Ф.","Любій, Ф.",127
"Любимов, А.","Любимовъ, А.",426
"Любимов, Л.","Любимовъ, Л.",1595
"Любимов, М. А.","Любимовъ, М. А.",1373
"Любимов, Н. М.","Любимовъ, Н. М.",1107
"Любовников, С.","Любовниковъ, С.",1080
"Людоговский, А. П.","Людоговскій, А. П.",1009
"Люксембург, Г. В.","Люксембургъ, Г. В.",1940
"Лютер, Р.","Лютеръ, Р.",2118
"Ляпидевский, С. П.","Ляпидевскій, С. П.",1939
"Ляпидевский, С. П.","Ляпидевскій, С. П.",1939
"Лясковский, Н.","Лясковскій, Н.",598
"Лященко, А. И.","Лященко, А. І.",1383
"Лященко, М.","Лященко, М.",2065
"Лященко, М.","Лященко, М.",2115
"Маврицкий, В. А.","Маврицкій, В. А.",1756
"Магазинг, Ф. О.","Магазингъ, Ф. О.",1938
"Магазинг, Ф. О.","Магазингъ, Ф. О.",1942
"Магдесиев, М. Г.","Магдесіевъ, М. Г.",2029
"Магнер, Б. А.","Магнеръ, Б. А.",2461
"Маерский, К. И.","Маерскій, К. И.",1955
"Маерский, С. И.","Маерскій, С. И.",1955
"Мазинг, И. Р.","Мазингъ, И. Р.",2759
"Мазинг, К. К.","Мазингъ, К. К.",1323
"Майзель, И.","Майзель, И.",1542
"Майков, В. Н.","Майковъ, В. Н.",581
"Майков, В. Н.","Майковъ, В. Н.",818
"Майков, Л.","Майковъ, Л.",691
"Майков, Л. Н.","Майковъ, Л. Н.",350
"Майков, Л. Н.","Майковъ, Л. Н.",907
"Майковский, Т. А.","Майковскій, Т. А.",2419
"Маймон, М.","Маймонъ, М.",2688
"Макаров, А. А.","Макаровъ, А. А.",1801
"Макаров, А. К.","Макаровъ, А. К.",2156
"Макаров, А. К.","Макаровъ, А. К.",2156
"Макаров, М. Н.","Макаровъ, М. Н.",135
"Макаров, М. Н.","Макаровъ, М. Н.",152
"Макаров, М. Н.","Макаровъ, М. Н.",199
"Макаров, М. Н.","Макаровъ, М. Н.",277
"Макаров, Н.","Макаровъ, Н.",1720
"Макаров, П. И.","Макаровъ, П. И.",123
"Макаров, П. И.","Макаровъ, П. И.",131
"Макаров, П. С.","Макаровъ, П. С.",481
"Макаров, П. С.","Макаровъ, П. С.",1273
"Макаров, П. С.","Макаровъ, П. С.",1455
"Макаров, Ф. В.","Макаровъ, Ф. В.",1981
"Макарова, С. М.","Макарова, С. М.",1280
"Маковецкий, Т. Е.","Маковецкій, Т. Е.",1518
"Макрияни, И. С.","Макріяни, І. С.",2306
Максимов,Максимовъ,1023
"Максимов, Н.","Максимовъ, Н.",632
"Максимов, С. В.","Максимовъ, С. В.",426
"Максимов, С. В.","Максимовъ, С. В.",426
"Максимова, О. И.","Максимова, О. И.",2084
Максимович,Максимовичъ,312
"Максимович, А. П.","Максимовичъ, А. П.",319
"Максимович, И. И.","Максимовичъ, И. И.",1943
"Максимович, И. П.","Максимовичъ, И. П.",369
"Макушин, П. И.","Макушинъ, П. И.",1515
"Макушин, П. И.","Макушинъ, П. И.",2379
"Макушин, П. И.","Макушинъ, П. И.",2601
"Макшеев, В. П.","Макшеевъ, В. П.",1526
"Макшеев, В. П.","Макшеевъ, В. П.",1601
"Макшеев, Н. Н.","Макшеевъ, Н. Н.",2736
"Малашкин, Н. Д.","Малашкинъ, Н. Д.",2208
"Малеев, А.","Малѣевъ, А.",1129
"Малиев, Н.","Маліевъ, Н.",1006
"Малиев, Н. М.","Маліевъ, Н. М.",1990
"Малиновский, В. Ф.","Малиновскій, В. Ѳ.",132
"Малиновский, Н. И.","Малиновскій, Н. И.",530
"Малкин, Р.","Малкинъ, Р.",1552
"Малкин, Р.","Малкинъ, Р.",1608
"Малкоедов, Л. П.","Малкоѣдовъ, Л. П.",2495
"Малыхин, П. В.","Малыхинъ, П. В.",718
"Малышева, С.","Малышева, С.",1416
"Мальм, А.","Мальмъ, А.",860
"Мальнева, Е.","Мальнева, Е.",1349
"Мальшинский, А. П.","Мальшинскій, А. П.",2507
"Маляревский, И. В.","Маляревскій, И. В.",1749
"Мамонов, Н. Е.","Мамоновъ, Н. Е.",579
"Мамонтов, А. И.","Мамонтовъ, А. И.",1465
"Мамонтов, А. И.","Мамонтовъ, А. И.",2494
"Мамонтова, С. И.","Мамонтова, С. И.",2744
"Мамышев, В.","Мамышевъ, В.",640
"Мамышев, В.","Мамышевъ, В.",781
"Мамышева, А.","Мамышева, А.",720
"Манасеин, М. П.","Манасеинъ, М. П.",2769
"Манассеин, В. А.","Манассеинъ, В. А.",1410
"Манассеин, В. А.","Манассеинъ, В. А.",1410
"Мандельштам, В. Н.","Мандельштамъ, В. Н.",1437
"Мандельштам, В. Н.","Мандельштамъ, В. Н.",1572
"Мандэн, П. Г.","Мандэнъ, П. Г.",2848
"Мансветов, И. Д.","Мансвѣтовъ, И. Д.",837
"Мансветова, Р. М.","Мансветова, Р. М.",2472
"Мансветова, Р. М.","Мансветова, Р. М.",2733
"Мансфельд, Д. А.","Мансфѣльдъ, Д. А.",1374
"Мансфельд, Д. А.","Мансфѣльдъ, Д. А.",1643
"Мансфельд, Д. А.","Мансфѣльдъ, Д. А.",1854
"Мансфельд, Д. А.","Мансфѣльдъ, Д. А.",2190
"Мануков, И. П.","Мануковъ, І. П.",2327
"Маракуев, В. Н.","Маракуевъ, В. Н.",2073
"Маракуев, В. Н.","Маракуевъ, В. Н.",2619
"Марасанов, В.","Марасановъ, В.",1559
"Марасанов, В. С.","Марасановъ, В. С.",995
"Марин, С. Н.","Маринъ, С. Н.",174
"Маркевич, А.","Маркевичъ, А.",1881
"Маркевич, А. И.","Маркевичъ, А. И.",2108
Марко-Вовчек,Марко-Вовчекъ,1072
"Марков, В.","Марковъ, В.",1187
"Марков, М.","Марковъ, М.",2033
"Марков, П.","Марковъ, П.",884
"Маркова, М.","Маркова, М.",2033
"Марковников, В. В.","Марковниковъ, В. В.",1538
"Марковский, С. А.","Марковскій, С. А.",1298
"Марконет, Г. Ф.","Марконетъ, Г. Ѳ.",1214
"Маркс, А. Ф.","Марксъ, А. Ф.",1042
"Маркс, А. Ф.","Марксъ, А. Ф.",2346
"Маркс, А. Ф.","Марксъ, А. Ф.",2346
"Маркус, Д. М., докт.","Маркусъ, Д. М., докт.",296
"Маркус, Д. М., докт.","Маркусъ, Д. М., докт.",316
"Маркус, Э. И.","Маркусъ, Э. И.",1678
"Марсикани, А. Д.","Марсикани, А. Д.",2070
"Марсикани, А., д-р","Марсикани, А., д-ръ",1023
"Мартынов, А.","Мартыновъ, А.",1660
"Мартынов, И. И.","Мартыновъ, И. И.",99
"Мартынов, И. И.","Мартыновъ, И. И.",109
"Мартынов, И. И.","Мартыновъ, И. И.",140
"Мартынов, И. И.","Мартыновъ, И. И.",156
Марциновский,Марциновскій,354
"Марченко, В. Н.","Марченко, В. Н.",2497
"Масалов, А. Д.","Масаловъ, А. Д.",769
"Масальский, В. И.","Масальскій, В. И.",908
"Масальский, В. И.","Масальскій, В. И.",908
"Масальский, К.","Масальскій, К.",206
"Маслов, С. А.","Масловъ, С. А.",259
"Маслов, С. А.","Масловъ, С. А.",344
"Маслович, В.","Масловичъ, В.",238
"Маслянников, К. И.","Маслянниковъ, К. И.",1841
"Матвеев, П. А.","Матвѣевъ, П. А.",907
"Матвеев, С. М.","Матвѣевъ, С. М.",1822
"Матвеев, Ф. С.","Матвѣевъ, Ѳ. С.",2373
"Матвеев, Ф. С.","Матвѣевъ, Ѳ. С.",2449
"Мато, В.","Мато, В.",735
"Матюшкин, Н.","Матюшкинъ, Н.",950
"Мацкевич, А. Я.","Мацкевичъ, А. Я.",1822
"Машков, И. П.","Машковъ, И. П.",2404
"Машковцев, И. А.","Машковцевъ, И. А.",2385
"Машнин, В. В.","Машнинъ, В. В.",1826
"Мевиус, А. Ф.","Мевіусъ, А. Ф.",2687
"Медведский, П. М.","Медвѣдскій, П. М.",452
"Медведский, П. М.","Медвѣдскій, П. М.",1063
"Медников, Ф. Н.","Мѣдниковъ, Ѳ. Н.",1000
"Межевич, В. С.","Межевичъ, В. С.",426
"Межевич, В. С.","Межевичъ, В. С.",455
"Межевич, В. С.","Межевичъ, В. С.",467
"Мей, кол. ассес.","Мей, кол. ассес.",124
"Мей, С. Г.","Мей, С. Г.",732
"Мейер, Г. Г.","Мейеръ, Г. Г.",2215
"Мейер, Г. Г.","Мейеръ, Г. Г.",2215
"Мейнард, В. И.","Мейнардъ, В. И.",1994
"Мейнгард, Н.","Мейнгардъ, Н.",1595
"Мейнгард, Н. А.","Мейнгардъ, Н. А.",2488
"Мейнгард, Н. А.","Мейнгардъ, Н. А.",2301
"Мельгунов, Н.","Мельгуновъ, Н.",555
"Мельгунов, Н.","Мельгуновъ, Н.",847
"Мельгунов, Н. П.","Мельгуновъ, Н. П.",1084
"Мелье, Э.","Мелье, Э.",481
"Мельников, Н. П.","Мельниковъ, Н. П.",1742
"Мельников, Н. П.","Мельниковъ, Н. П.",2683
"Мельников, П.","Мельниковъ, П.",623
"Меморский, М. Ф.","Меморскій, М. Ѳ.",179
"Менгден, В.","Менгденъ, В.",1700
"Мензбир, М.","Мензбиръ, М.",1446
"Меньков, П. К.","Меньковъ, П. К.",213
"Меньков, П. К.","Меньковъ, П. К.",566
"Меньшуткин, Н.","Меньшуткинъ, Н.",993
"Мердер, И. К.","Мердеръ, И. К.",452
"Мердер, Н. П.","Мердеръ, Н. П.",2231
"Мержеевский, И. П.","Мержеевскій, И. П.",1616
"Мержеевский, И. П.","Мержеевскій, И. П.",1616
"Мерзляков, А. Ф.","Мерзляковъ, А. Ѳ.",216
"Меркульев, П.","Меркульевъ, П.",988
"Меркульев, П. П.","Меркульевъ, П. П.",1071
"Мертваго, А. П.","Мертваго, А. П.",2385
"Мертваго, А. П.","Мертваго, А. П.",2385
"Мертц, Н. Ф.","Мертцъ, Н. Ѳ.",1963
"Мертц, Н. Ф.","Мертцъ, Н. Ѳ.",2575
"Мерц, И. А.","Мерцъ, И. А.",1111
"Мерцалов, В.","Мерцаловъ, В.",730
"Мессарош, А. Б.","Мессарошъ, А. Б.",902
"Мессарош, Н. И.","Мессарошъ, Н. И.",902
"Метаска, Е. С.","Метаска, Е. С.",2620
"Метцль, Л.","Метцль, Л.",1643
"Метцль, Л.","Метцль, Л.",1854
"Мец, М. Ф.","Мецъ, М. Ф.",1838
"Мещерский, И. И.","Мещерскій, И. И.",2308
"Мещерский, кн. В. П.","Мещерскій, кн. В. П.",1462
"Мещерский, кн. В. П.","Мещерскій, кн. В. П.",1544
"Мещерский, кн. В. П.","Мещерскій, кн. В. П.",1544
"Мещерский, кн. В. П.","Мещерскій, кн. В. П.",1548
"Мещерский, кн. В. П.","Мещерскій, кн. В. П.",1620
"Мещерский, кн. В. П.","Мещерскій, кн. В. П.",1620
"Мещерский, кн. В. П.","Мещерскій, кн. В. П.",1861
"Мещерский, кн. В. П.","Мещерскій, кн. В. П.",2340
"Мещерский, кн. В. П.","Мещерскій, кн. В. П.",2354
"Мещерский, кн. В. П.","Мещерскій, кн. В. П.",2361
"Мещерский, кн. В. П.","Мещерскій, кн. В. П.",2361
"Мижуев, П. П.","Мижуевъ, П. П.",804
"Мижуева, А. А.","Мижуева, А. А.",1358
"Микешин, М.","Микѣшинъ, М.",1080
"Микешин, М. О.","Микѣшинъ, М. О.",1218
"Микешин, М. О.","Микѣшинъ, М. О.",1341
"Миклуха-Маклай, М.","Миклуха-Маклай, М.",2805
"Милевский, К. Н.","Милевскій, К. Н.",1115
"Милевский, К. Н.","Милевскій, К. Н.",1944
"Миллер, А. Е.","Миллеръ, А. Е.",2121
"Миллер, В.","Миллеръ, В.",1372
"Миллер, В.","Миллеръ, В.",2004
"Миллер, В.","Миллеръ, В.",2067
"Миллер, В.","Миллеръ, В.",2067
"Миллер, В. Ф.","Миллеръ, В. Ѳ.",621
"Миллер, Г. Ф.","Миллеръ, Г. Ф.",3
"Миллер, Г. Ф.","Миллеръ, Г. Ф.",5
"Миллер, К. В.","Миллеръ, К. В.",39
"Миллер, Н. Ф.","Миллеръ, Н. Ф.",621
"Миллер, О. Ф.","Миллеръ, О. Ѳ.",907
"Миллер, П. И.","Миллеръ, П. И.",1734
"Миллер, Ф. Б.","Миллеръ, Ѳ. Б.",621
"Милов, М. М.","Миловъ, М. М.",2254
"Милюков, А. П.","Милюковъ, А. П.",537
"Милютин, Б.","Милютинъ, Б.",635
"Милютин, Б.","Милютинъ, Б.",1578
"Милютин, Б. Н.","Милютинъ, Б. Н.",819
"Милютин, В. А.","Милютинъ, В. А.",498
"Милютин, Д. А.","Милютинъ, Д. А.",474
"Милютин, П.","Милютинъ, П.",2410
"Милютин, Ю. Н.","Милютинъ, Ю. Н.",475
"Мин, Д.","Минъ, Д.",480
"Минаев, Д. Д.","Минаевъ, Д. Д.",721
"Минин, В.","Мининъ, В.",2140
"Минут, Ф. Х.","Минутъ, Ѳ. Х.",425
"Минц, В. М.","Минцъ, В. М.",2804
"Минь, Г.","Минь, Г.",572
"Миролюбов, В. С.","Миролюбовъ, В. С.",2485
"Миронов, А. М.","Мироновъ, А. М.",1593
"Миронов, А. М.","Мироновъ, А. М.",1593
"Миронов, И. П.","Мироновъ, И. П.",1451
"Миронов, И. П.","Мироновъ, И. П.",1593
"Мироносицкий, П.","Мироносицкій, П.",2506
"Миропольская, О.","Миропольская, О.",1201
"Миропольский, А. И.","Миропольскій, А. И.",995
"Миропольский, В. И.","Миропольскій, В. И.",1891
"Миропольский, С.","Миропольскій, С.",2506
"Мисюра, Ф.","Мисюра, Ф.",2844
"Митрович, П.","Митровичъ, П.",951
Митропольский,Митропольскій,2088
"Михайлов, А. М.","Михайловъ, А. М.",2717
"Михайлов, В.","Михайловъ, В.",631
"Михайлов, В. М.","Михайловъ, В. М.",14
"Михайлов, Д. С.","Михайловъ, Д. С.",811
"Михайлов, И. А.","Михайловъ, І. А.",2650
"Михайлов, И. В.","Михайловъ, И. В.",2657
"Михайлов, И. Н.","Михайловъ, И. Н.",1104
"Михайлов, К. П.","Михайловъ, К. П.",2603
"Михайлов, Н. Ф.","Михайловъ, Н. Ф.",2031
"Михайлов, П. А.","Михайловъ, П. А.",1332
"Михайловская, Н. В.","Михайловская, Н. В.",1394
"Михайловская, Н. В.","Михайловская, Н. В.",1394
"Михайловский, В. М.","Михайловскій, В. М.",2226
"Михайловский, Н. К.","Михайловскій, Н. К.",1394
"Михельсон, И. Л.","Михельсонъ, И. Л.",2401
"Михневский, С. А.","Михневскій, С. А.",844
"Михно, М. В.","Михно, М. В.",2595
"Михно, Н.","Михно, Н.",426
"Михно, Н. В.","Михно, Н. В.",814
"Михно, Н. В.","Михно, Н. В.",853
"Михно, Н. В.","Михно, Н. В.",1328
"Мишон, А. М.","Мишонъ, А. М.",2826
"Мищенко, А.","Мищенко, А.",1423
"Мищенко, Ф.","Мищенко, Ѳ.",2083
"Млодзеевский, Б. К.","Млодзѣевскій, Б. К.",877
"Модестов, В.","Модестовъ, В.",1495
"Модзалевский, К. Н.","Модзалевскій, К. Н.",1091
"Моисеев, Л. Д.","Моисеевъ, Л. Д.",1950
"Моисеев, Л. Д.","Моисеевъ, Л. Д.",1958
"Моисенко, Н. Г.","Моисенко, Н. Г.",1564
"Мокрицкий, И.","Мокрицкій, И.",426
"Моллесон, И. И.","Моллесонъ, И. И.",2055
"Молоствов, Н. Г.","Молоствовъ, Н. Г.",2356
"Молостов, Н. Г.","Молостовъ, Н. Г.",2853
"Молчанов, А. Е.","Молчановъ, А. Е.",2183
"Молчанов, А. Е.","Молчановъ, А. Е.",2183
"Молчанов, А. Н.","Молчановъ, А. Н.",2445
"Молчанов, С. В.","Молчановъ, С. В.",2584
"Монвиж-Монтвид, Э. С.","Монвижъ-Монтвидъ, Э. С.",2466
"Монигетти, В. И.","Монигетти, В. И.",2840
"Монтеверде, П. А.","Монтеверде, П. А.",919
"Монтеверде, П. А.","Монтеверде, П. А.",1588
"Монтеверде, П. А.","Монтеверде, П. А.",1588
"Монтеверде, П. А.","Монтеверде, П. А.",1816
"Моравек, В.","Моравекъ, В.",1552
"Моравек, П. Г.","Моравекъ, П. Г.",1625
"Мордвин-Щодро, А. О.","Мордвинъ-Щодро, А. О.",2116
"Мордвин, П. А.","Мордвинъ, П. А.",488
"Мордовцев, Д.","Мордовцевъ, Д.",293
"Мордуховский, И.","Мордуховскій, І.",1085
"Морев, Н. Н.","Моревъ, Н. Н.",1536
"Морев, Н. Н.","Моревъ, Н. Н.",1536
"Морев, Н. Н.","Моревъ, Н. Н.",1583
"Морев, Н. Н.","Моревъ, Н. Н.",1583
"Морев, Н. Н.","Моревъ, Н. Н.",1969
Моригеровский,Моригеровскій,964
"Мориес, А.","Моріесъ, А.",1295
"Мориес, А.","Моріесъ, А.",1320
"Мориес, А.","Моріесъ, А.",1471
"Морозов, И. Ф.","Морозовъ, И. Ѳ.",621
"Москалев, М. В.","Москалевъ, М. В.",1886
"Мочутковский, С. О.","Мочутковскій, С. О.",2223
"Мошковцев, И. А.","Мошковцевъ, И. А.",2385
"Мужуев, П. П.","Мужуевъ, П. П.",1358
"Мунт, Н.","Мунтъ, Н.",880
"Муравьев, Ф. С.","Муравьевъ, Ф. С.",2013
"Муратов, Е. А.","Муратовъ, Е. А.",1941
"Муратов, Л.","Муратовъ, Л.",661
"Муратов, Л. А.","Муратовъ, Л. А.",1646
"Муромцев, Н. А.","Муромцевъ, Н. А.",1886
"Муромцев, С. А.","Муромцевъ, С. А.",977
"Муссури, П. С.","Муссури, П. С.",1062
"Мухина, Е.","Мухина, Е.",2851
"Мучник, А.","Мучникъ, А.",1712
"Мушкетов, И. В.","Мушкетовъ, И. В.",906
"Мушкетов, И. В.","Мушкетовъ, И. В.",906
"Мушкетов, И. В.","Мушкетовъ, И. В.",2039
"Мюллер, И. Ф.","Мюллеръ, И. Ф.",2461
"Мяснов, П. Н.","Мясновъ, П. Н.",302
"Мясоедов, А. Н.","Мясоѣдовъ, А. Н.",2377
"Набоков, Н. В.","Набоковъ, Н. В.",1226
"Навалихин, И.","Навалихинъ, И.",1006
"Навроцкий, А. А.","Навроцкій, А. А.",1390
"Навроцкий, В. В.","Навроцкій, В. В.",951
"Навроцкий, В. В.","Навроцкій, В. В.",1123
"Навроцкий, В. В.","Навроцкій, В. В.",1507
"Нагель, А. П.","Нагель, А. П.",2869
"Надеждин, Н. И.","Надеждинъ, Н. И.",312
"Надеждин, Н. И.","Надеждинъ, Н. И.",326
"Надеждин, Н. И.","Надеждинъ, Н. И.",329
"Надеждин, Н. И.","Надеждинъ, Н. И.",485
"Надеждин, Н. И.","Надеждинъ, Н. И.",515
"Назаров, Г. Т.","Назаровъ, Г. Т.",2167
"Назарьян, Т. Я.","Назарьянъ, Т. Я.",2159
"Напалкова, Е. В.","Напалкова, Е. В.",1465
"Напиорковский, А.","Напіорковскій, А.",1563
"Наранович, П. А.","Нарановичъ, П. А.",367
"Нартов, А. А.","Нартовъ, А. А.",14
"Насилов, И. И.","Насиловъ, И. И.",2311
"Насонов, А. В.","Насоновъ, А. В.",621
"Науман, А. П.","Науманъ, А. П.",1828
"Науменко, В. П.","Науменко, В. П.",1561
"Науменко, П.","Науменко, П.",2194
"Наумов, А.","Наумовъ, А.",797
"Наумов, И. М.","Наумовъ, И. М.",212
"Небе, Х.","Небе, Х.",1084
"Небольсин, А. Г.","Небольсинъ, А. Г.",2216
"Небольсин, Г. П.","Небольсинъ, Г. П.",289
"Небольсин, П. И.","Небольсинъ, П. И.",474
"Невахович, М. Л.","Неваховичъ, М. Л.",472
"Невзоров, М. И.","Невзоровъ, М. И.",85
"Невзоров, М. И.","Невзоровъ, М. И.",167
"Неводчиков, Н., прот.","Неводчиковъ, Н., прот.",1250
"Неволин, К. А.","Неволинъ, К. А.",474
"Неврев, Н. В.","Невревъ, Н. В.",831
"Неделькович, С. И.","Недѣльковичъ, С. И.",690
"Недлер, Г. П.","Недлеръ, Г. П.",1752
"Недлер, Г. П.","Недлеръ, Г. П.",2009
"Недошивин, А.","Недошивинъ, А.",960
"Незабитовский, В. А., проф.","Незабитовскій, В. А., проф.",708
"Нейбюргер, М.","Нейбюргеръ, М.",1896
"Нейман, В. Г.","Нейманъ, В. Г.",2461
"Нейман, М.","Нейманъ, М.",1498
"Нейман, М.","Нейманъ, М.",2232
"Нейман, М.","Нейманъ, М.",2312
"Нейман, М.","Нейманъ, М.",2513
"Неклюдов, А. М.","Неклюдовъ, А. М.",1414
"Некрасов, И.","Некрасовъ, И.",1225
"Некрасов, И. Ю.","Некрасовъ, И. Ю.",1379
"Некрасов, Н. А.","Некрасовъ, Н. А.",366
"Некрасов, П. А.","Некрасовъ, П. А.",877
"Неметти, В. А.","Неметти, В. А.",1993
"Неннингер, В. А.","Неннингеръ, В. А.",524
"Неринг, Р. А.","Нерингъ, Р. А.",2576
"Нерлих, Ф.","Нерлихъ, Ѳ.",198
"Нерода, И. Т.","Нерода, И. Т.",1298
"Неручев, В.","Неручевъ, В.",1229
"Неручев, В.","Неручевъ, В.",1922
"Неручев, М.","Неручевъ, М.",1049
"Неручев, М. В.","Неручевъ, М. В.",444
"Неручев, М. В.","Неручевъ, М. В.",1009
"Нестеров, А.","Нестеровъ, А.",565
"Нестеров, А. П.","Нестеровъ, А. П.",1167
"Нестеров, Л. В.","Нестеровъ, Л. В.",1321
"Нестеров, Н.","Нестеровъ, Н.",1079
"Нестеров, Н. С.","Нестеровъ, Н. С.",2742
"Нетыкса, А. А.","Нетыкса, А. А.",2152
"Нетыкса, А. А.","Нетыкса, А. А.",2404
"Нечаев, А.","Нечаевъ, А.",1006
"Нечаев, А. А.","Нечаевъ, А. А.",2027
"Нечаев, А. А.","Нечаевъ, А. А.",2027
"Нечаев, В., свящ.","Нечаевъ, В., свящ.",642
"Нижарадзе, Д. К.","Нижарадзе, Д. К.",2380
"Никанор, архим.","Никаноръ, архим.",526
"Никитенко, А. В.","Никитенко, А. В.",206
"Никитенко, А. В.","Никитенко, А. В.",350
"Никитенко, А. В.","Никитенко, А. В.",366
"Никитенко, А. В.","Никитенко, А. В.",474
"Никитенко, А. В.","Никитенко, А. В.",744
"Никитин, А. Н.","Никитинъ, А. Н.",367
"Никитин, В. В.","Никитинъ, В. В.",1617
"Никитин, И. А.","Никитинъ, И. А.",693
"Никитин, С.","Никитинъ, С.",1766
"Никитина, Л. И.","Никитина, Л. И.",2472
"Никитина, Л. И.","Никитина, Л. И.",2733
"Никифоров, П. Г.","Никифоровъ, П. Г.",2855
"Никифоров, Т. С.","Никифоровъ, Т. С.",2140
"Никифоров, Т. С.","Никифоровъ, Т. С.",2140
"Николадзе, Н. Я.","Николадзе, Н. Я.",1331
"Николадзе, О. А.","Николадзе, О. А.",1685
"Николаев, А. 1","Николаевъ, А.",992
"Николаев, А. 2","Николаевъ, А.",2514
"Николаев, А. А.","Николаевъ, А. А.",505
"Николаев, А. А.","Николаевъ, А. А.",668
"Николаев, Н. Г.","Николаевъ, Н. Г.",1803
"Николаев, Н. Г.","Николаевъ, Н. Г.",2846
"Николаев, С. Г.","Николаевъ, С. Г.",2846
